Retailer,Retailer ID,Date,Region,State,Beverage Brand,Price per Unit,Units Sold,Revenue,Expenses,Profit ,Profit Margin,
FizzySip,1128299,26/10/2022,West,Arizona,Coca-Cola,$0.50 ,"5,500","$2,750 ",$523 ,"$2,228 ",0.81,
FizzySip,1128299,26/10/2022,West,Arizona,Diet Coke,$0.55 ,"5,500","$3,025 ","$1,392 ","$1,634 ",0.54,
FizzySip,1128299,26/10/2022,West,Arizona,Sprite,$0.50 ,"3,750","$1,875 ",$244 ,"$1,631 ",0.87,
FizzySip,1128299,26/10/2022,West,Arizona,Fanta,$0.50 ,"3,500","$1,750 ",$368 ,"$1,383 ",0.79,
FizzySip,1128299,26/10/2022,West,Arizona,Powerade,$0.60 ,"3,250","$1,950 ",$800 ,"$1,151 ",0.59,
FizzySip,1128299,26/10/2022,West,Arizona,Dasani Water,$0.75 ,"3,750","$2,813 ",$506 ,"$2,306 ",0.82,
FizzySip,1128299,26/11/2022,West,Arizona,Coca-Cola,$0.60 ,"5,500","$3,300 ",$264 ,"$3,036 ",0.92,
FizzySip,1128299,26/11/2022,West,Arizona,Diet Coke,$0.65 ,"6,000","$3,900 ",$819 ,"$3,081 ",0.79,
FizzySip,1128299,26/11/2022,West,Arizona,Sprite,$0.60 ,"4,500","$2,700 ",$918 ,"$1,782 ",0.66,
FizzySip,1128299,26/11/2022,West,Arizona,Fanta,$0.60 ,"4,250","$2,550 ",$306 ,"$2,244 ",0.88,
FizzySip,1128299,26/11/2022,West,Arizona,Powerade,$0.70 ,"3,750","$2,625 ",$341 ,"$2,284 ",0.87,
FizzySip,1128299,26/11/2022,West,Arizona,Dasani Water,$0.75 ,"5,000","$3,750 ",$638 ,"$3,113 ",0.83,
FizzySip,1128299,25/12/2022,West,Arizona,Coca-Cola,$0.60 ,"7,000","$4,200 ",$882 ,"$3,318 ",0.79,
FizzySip,1128299,25/12/2022,West,Arizona,Diet Coke,$0.65 ,"7,000","$4,550 ",$637 ,"$3,913 ",0.86,
FizzySip,1128299,25/12/2022,West,Arizona,Sprite,$0.60 ,"5,000","$3,000 ",$150 ,"$2,850 ",0.95,
FizzySip,1128299,25/12/2022,West,Arizona,Fanta,$0.60 ,"5,000","$3,000 ",$240 ,"$2,760 ",0.92,
FizzySip,1128299,25/12/2022,West,Arizona,Powerade,$0.70 ,"4,250","$2,975 ",$327 ,"$2,648 ",0.89,
FizzySip,1128299,25/12/2022,West,Arizona,Dasani Water,$0.75 ,"5,250","$3,938 ",$591 ,"$3,347 ",0.85,
FizzySip,1128299,13/1/2022,West,New Mexico,Coca-Cola,$0.30 ,"4,500","$1,350 ",$459 ,$891 ,0.66,
FizzySip,1128299,13/1/2022,West,New Mexico,Diet Coke,$0.40 ,"4,500","$1,800 ",$612 ,"$1,188 ",0.66,
FizzySip,1128299,13/1/2022,West,New Mexico,Sprite,$0.40 ,"4,500","$1,800 ",$612 ,"$1,188 ",0.66,
FizzySip,1128299,13/1/2022,West,New Mexico,Fanta,$0.40 ,"3,000","$1,200 ",$588 ,$612 ,0.51,
FizzySip,1128299,13/1/2022,West,New Mexico,Powerade,$0.45 ,"2,500","$1,125 ",$158 ,$968 ,0.86,
FizzySip,1128299,13/1/2022,West,New Mexico,Dasani Water,$0.40 ,"4,500","$1,800 ",$252 ,"$1,548 ",0.86,
FizzySip,1128299,13/2/2022,West,New Mexico,Coca-Cola,$0.30 ,"5,000","$1,500 ",$225 ,"$1,275 ",0.85,
FizzySip,1128299,13/2/2022,West,New Mexico,Diet Coke,$0.40 ,"4,000","$1,600 ",$384 ,"$1,216 ",0.76,
FizzySip,1128299,13/2/2022,West,New Mexico,Sprite,$0.40 ,"4,000","$1,600 ",$304 ,"$1,296 ",0.81,
FizzySip,1128299,13/2/2022,West,New Mexico,Fanta,$0.40 ,"2,500","$1,000 ",$460 ,$540 ,0.54,
FizzySip,1128299,13/2/2022,West,New Mexico,Powerade,$0.45 ,"1,750",$788 ,$102 ,$685 ,0.87,
FizzySip,1128299,13/2/2022,West,New Mexico,Dasani Water,$0.40 ,"3,750","$1,500 ",$315 ,"$1,185 ",0.79,
FizzySip,1128299,12/3/2022,West,New Mexico,Coca-Cola,$0.40 ,"5,250","$2,100 ",$861 ,"$1,239 ",0.59,
FizzySip,1128299,12/3/2022,West,New Mexico,Diet Coke,$0.50 ,"3,750","$1,875 ",$338 ,"$1,538 ",0.82,
FizzySip,1128299,12/3/2022,West,New Mexico,Sprite,$0.50 ,"3,750","$1,875 ",$150 ,"$1,725 ",0.92,
FizzySip,1128299,12/3/2022,West,New Mexico,Fanta,$0.50 ,"2,500","$1,250 ",$263 ,$988 ,0.79,
FizzySip,1128299,12/3/2022,West,New Mexico,Powerade,$0.55 ,"1,500",$825 ,$281 ,$545 ,0.66,
FizzySip,1128299,12/3/2022,West,New Mexico,Dasani Water,$0.50 ,"3,500","$1,750 ",$210 ,"$1,540 ",0.88,
FizzySip,1128299,13/4/2022,West,New Mexico,Coca-Cola,$0.50 ,"5,250","$2,625 ",$341 ,"$2,284 ",0.87,
FizzySip,1128299,13/4/2022,West,New Mexico,Diet Coke,$0.55 ,"3,250","$1,788 ",$304 ,"$1,484 ",0.83,
FizzySip,1128299,13/4/2022,West,New Mexico,Sprite,$0.55 ,"3,750","$2,063 ",$433 ,"$1,629 ",0.79,
FizzySip,1128299,13/4/2022,West,New Mexico,Fanta,$0.50 ,"2,750","$1,375 ",$193 ,"$1,183 ",0.86,
FizzySip,1128299,13/4/2022,West,New Mexico,Powerade,$0.55 ,"1,750",$963 ,$48 ,$914 ,0.95,
FizzySip,1128299,13/4/2022,West,New Mexico,Dasani Water,$0.70 ,"3,500","$2,450 ",$196 ,"$2,254 ",0.92,
FizzySip,1128299,14/5/2022,West,New Mexico,Coca-Cola,$0.50 ,"5,500","$2,750 ",$303 ,"$2,448 ",0.89,
FizzySip,1128299,14/5/2022,West,New Mexico,Diet Coke,$0.55 ,"4,000","$2,200 ",$330 ,"$1,870 ",0.85,
FizzySip,1128299,14/5/2022,West,New Mexico,Sprite,$0.55 ,"4,250","$2,338 ",$795 ,"$1,543 ",0.66,
FizzySip,1128299,14/5/2022,West,New Mexico,Fanta,$0.50 ,"3,250","$1,625 ",$553 ,"$1,073 ",0.66,
FizzySip,1128299,14/5/2022,West,New Mexico,Powerade,$0.55 ,"2,250","$1,238 ",$421 ,$817 ,0.66,
FizzySip,1128299,14/5/2022,West,New Mexico,Dasani Water,$0.70 ,"4,000","$2,800 ","$1,372 ","$1,428 ",0.51,
FizzySip,1128299,13/6/2022,West,New Mexico,Coca-Cola,$0.50 ,"6,750","$3,375 ",$473 ,"$2,903 ",0.86,
FizzySip,1128299,13/6/2022,West,New Mexico,Diet Coke,$0.55 ,"5,250","$2,888 ",$404 ,"$2,483 ",0.86,
FizzySip,1128299,13/6/2022,West,New Mexico,Sprite,$0.55 ,"5,250","$2,888 ",$433 ,"$2,454 ",0.85,
FizzySip,1128299,13/6/2022,West,New Mexico,Fanta,$0.50 ,"4,000","$2,000 ",$480 ,"$1,520 ",0.76,
FizzySip,1128299,13/6/2022,West,New Mexico,Powerade,$0.55 ,"2,750","$1,513 ",$287 ,"$1,225 ",0.81,
FizzySip,1128299,13/6/2022,West,New Mexico,Dasani Water,$0.70 ,"5,750","$4,025 ","$1,852 ","$2,174 ",0.54,
FizzySip,1128299,12/7/2022,West,New Mexico,Coca-Cola,$0.50 ,"7,250","$3,625 ",$471 ,"$3,154 ",0.87,
FizzySip,1128299,12/7/2022,West,New Mexico,Diet Coke,$0.55 ,"5,750","$3,163 ",$664 ,"$2,498 ",0.79,
FizzySip,1128299,12/7/2022,West,New Mexico,Sprite,$0.55 ,"5,250","$2,888 ","$1,184 ","$1,704 ",0.59,
FizzySip,1128299,12/7/2022,West,New Mexico,Fanta,$0.50 ,"4,250","$2,125 ",$383 ,"$1,743 ",0.82,
FizzySip,1128299,12/7/2022,West,New Mexico,Powerade,$0.55 ,"4,750","$2,613 ",$209 ,"$2,404 ",0.92,
FizzySip,1128299,12/7/2022,West,New Mexico,Dasani Water,$0.70 ,"4,750","$3,325 ",$698 ,"$2,627 ",0.79,
FizzySip,1128299,13/8/2022,West,New Mexico,Coca-Cola,$0.55 ,"6,750","$3,713 ","$1,262 ","$2,450 ",0.66,
FizzySip,1128299,13/8/2022,West,New Mexico,Diet Coke,$0.60 ,"6,250","$3,750 ",$450 ,"$3,300 ",0.88,
FizzySip,1128299,13/8/2022,West,New Mexico,Sprite,$0.55 ,"5,000","$2,750 ",$358 ,"$2,393 ",0.87,
FizzySip,1128299,13/8/2022,West,New Mexico,Fanta,$0.55 ,"4,500","$2,475 ",$421 ,"$2,054 ",0.83,
FizzySip,1128299,13/8/2022,West,New Mexico,Powerade,$0.65 ,"4,500","$2,925 ",$614 ,"$2,311 ",0.79,
FizzySip,1128299,13/8/2022,West,New Mexico,Dasani Water,$0.70 ,"4,250","$2,975 ",$417 ,"$2,559 ",0.86,
FizzySip,1128299,14/9/2022,West,New Mexico,Coca-Cola,$0.45 ,"6,000","$2,700 ",$135 ,"$2,565 ",0.95,
FizzySip,1128299,14/9/2022,West,New Mexico,Diet Coke,$0.50 ,"6,000","$3,000 ",$240 ,"$2,760 ",0.92,
FizzySip,1128299,14/9/2022,West,New Mexico,Sprite,$0.45 ,"4,500","$2,025 ",$223 ,"$1,802 ",0.89,
FizzySip,1128299,14/9/2022,West,New Mexico,Fanta,$0.45 ,"4,000","$1,800 ",$270 ,"$1,530 ",0.85,
FizzySip,1128299,14/9/2022,West,New Mexico,Powerade,$0.55 ,"4,000","$2,200 ",$748 ,"$1,452 ",0.66,
FizzySip,1128299,14/9/2022,West,New Mexico,Dasani Water,$0.60 ,"4,500","$2,700 ",$918 ,"$1,782 ",0.66,
FizzySip,1128299,13/10/2022,West,New Mexico,Coca-Cola,$0.45 ,"5,250","$2,363 ",$803 ,"$1,559 ",0.66,
FizzySip,1128299,13/10/2022,West,New Mexico,Diet Coke,$0.50 ,"5,250","$2,625 ","$1,286 ","$1,339 ",0.51,
FizzySip,1128299,13/10/2022,West,New Mexico,Sprite,$0.45 ,"3,500","$1,575 ",$221 ,"$1,355 ",0.86,
FizzySip,1128299,13/10/2022,West,New Mexico,Fanta,$0.45 ,"3,250","$1,463 ",$205 ,"$1,258 ",0.86,
FizzySip,1128299,13/10/2022,West,New Mexico,Powerade,$0.55 ,"3,000","$1,650 ",$248 ,"$1,403 ",0.85,
FizzySip,1128299,13/10/2022,West,New Mexico,Dasani Water,$0.70 ,"3,500","$2,450 ",$588 ,"$1,862 ",0.76,
FizzySip,1128299,13/11/2022,West,New Mexico,Coca-Cola,$0.55 ,"5,250","$2,888 ",$549 ,"$2,339 ",0.81,
FizzySip,1128299,13/11/2022,West,New Mexico,Diet Coke,$0.60 ,"5,750","$3,450 ","$1,587 ","$1,863 ",0.54,
FizzySip,1128299,13/11/2022,West,New Mexico,Sprite,$0.55 ,"4,250","$2,338 ",$304 ,"$2,034 ",0.87,
FizzySip,1128299,13/11/2022,West,New Mexico,Fanta,$0.55 ,"4,000","$2,200 ",$462 ,"$1,738 ",0.79,
FizzySip,1128299,13/11/2022,West,New Mexico,Powerade,$0.65 ,"3,500","$2,275 ",$933 ,"$1,342 ",0.59,
FizzySip,1128299,13/11/2022,West,New Mexico,Dasani Water,$0.70 ,"4,750","$3,325 ",$599 ,"$2,727 ",0.82,
FizzySip,1128299,12/12/2022,West,New Mexico,Coca-Cola,$0.55 ,"6,750","$3,713 ",$297 ,"$3,416 ",0.92,
FizzySip,1128299,12/12/2022,West,New Mexico,Diet Coke,$0.60 ,"6,750","$4,050 ",$851 ,"$3,200 ",0.79,
FizzySip,1128299,12/12/2022,West,New Mexico,Sprite,$0.55 ,"4,750","$2,613 ",$888 ,"$1,724 ",0.66,
FizzySip,1128299,12/12/2022,West,New Mexico,Fanta,$0.55 ,"4,750","$2,613 ",$314 ,"$2,299 ",0.88,
FizzySip,1128299,12/12/2022,West,New Mexico,Powerade,$0.65 ,"4,000","$2,600 ",$338 ,"$2,262 ",0.87,
FizzySip,1128299,12/12/2022,West,New Mexico,Dasani Water,$0.70 ,"5,000","$3,500 ",$595 ,"$2,905 ",0.83,
Sodapop,1185732,9/1/2022,Southeast,Georgia,Coca-Cola,$0.40 ,"10,250","$4,100 ",$861 ,"$3,239 ",0.79,
Sodapop,1185732,9/1/2022,Southeast,Georgia,Diet Coke,$0.40 ,"8,250","$3,300 ",$462 ,"$2,838 ",0.86,
Sodapop,1185732,9/1/2022,Southeast,Georgia,Sprite,$0.30 ,"8,250","$2,475 ",$124 ,"$2,351 ",0.95,
Sodapop,1185732,9/1/2022,Southeast,Georgia,Fanta,$0.35 ,"6,750","$2,363 ",$189 ,"$2,174 ",0.92,
Sodapop,1185732,9/1/2022,Southeast,Georgia,Powerade,$0.50 ,"7,250","$3,625 ",$399 ,"$3,226 ",0.89,
Sodapop,1185732,9/1/2022,Southeast,Georgia,Dasani Water,$0.40 ,"8,250","$3,300 ",$495 ,"$2,805 ",0.85,
Sodapop,1185732,7/2/2022,Southeast,Georgia,Coca-Cola,$0.40 ,"10,750","$4,300 ","$1,462 ","$2,838 ",0.66,
Sodapop,1185732,7/2/2022,Southeast,Georgia,Diet Coke,$0.40 ,"7,250","$2,900 ",$986 ,"$1,914 ",0.66,
Sodapop,1185732,7/2/2022,Southeast,Georgia,Sprite,$0.30 ,"7,750","$2,325 ",$791 ,"$1,535 ",0.66,
Sodapop,1185732,7/2/2022,Southeast,Georgia,Fanta,$0.35 ,"6,250","$2,188 ","$1,072 ","$1,116 ",0.51,
Sodapop,1185732,7/2/2022,Southeast,Georgia,Powerade,$0.50 ,"7,000","$3,500 ",$490 ,"$3,010 ",0.86,
Sodapop,1185732,7/2/2022,Southeast,Georgia,Dasani Water,$0.35 ,"8,000","$2,800 ",$392 ,"$2,408 ",0.86,
Sodapop,1185732,5/3/2022,Southeast,Georgia,Coca-Cola,$0.35 ,"10,200","$3,570 ",$536 ,"$3,035 ",0.85,
Sodapop,1185732,5/3/2022,Southeast,Georgia,Diet Coke,$0.35 ,"7,000","$2,450 ",$588 ,"$1,862 ",0.76,
Sodapop,1185732,5/3/2022,Southeast,Georgia,Sprite,$0.25 ,"7,250","$1,813 ",$344 ,"$1,468 ",0.81,
Sodapop,1185732,5/3/2022,Southeast,Georgia,Fanta,$0.30 ,"5,750","$1,725 ",$794 ,$932 ,0.54,
Sodapop,1185732,5/3/2022,Southeast,Georgia,Powerade,$0.45 ,"6,250","$2,813 ",$366 ,"$2,447 ",0.87,
Sodapop,1185732,5/3/2022,Southeast,Georgia,Dasani Water,$0.35 ,"7,250","$2,538 ",$533 ,"$2,005 ",0.79,
Sodapop,1185732,6/4/2022,Southeast,Georgia,Coca-Cola,$0.35 ,"9,750","$3,413 ","$1,399 ","$2,013 ",0.59,
Sodapop,1185732,6/4/2022,Southeast,Georgia,Diet Coke,$0.35 ,"6,750","$2,363 ",$425 ,"$1,937 ",0.82,
Sodapop,1185732,6/4/2022,Southeast,Georgia,Sprite,$0.25 ,"6,750","$1,688 ",$135 ,"$1,553 ",0.92,
Sodapop,1185732,6/4/2022,Southeast,Georgia,Fanta,$0.30 ,"6,000","$1,800 ",$684 ,"$1,116 ",0.62,
Sodapop,1185732,6/4/2022,Southeast,Georgia,Powerade,$0.50 ,"6,250","$3,125 ",$656 ,"$2,469 ",0.79,
Sodapop,1185732,6/4/2022,Southeast,Georgia,Dasani Water,$0.40 ,"7,750","$3,100 ","$1,054 ","$2,046 ",0.66,
Sodapop,1185732,5/5/2022,Southeast,Georgia,Coca-Cola,$0.50 ,"10,450","$5,225 ",$627 ,"$4,598 ",0.88,
Sodapop,1185732,5/5/2022,Southeast,Georgia,Diet Coke,$0.50 ,"7,500","$3,750 ",$488 ,"$3,263 ",0.87,
Sodapop,1185732,5/5/2022,Southeast,Georgia,Sprite,$0.45 ,"7,250","$3,263 ",$555 ,"$2,708 ",0.83,
Sodapop,1185732,5/5/2022,Southeast,Georgia,Fanta,$0.45 ,"6,750","$3,038 ",$638 ,"$2,400 ",0.79,
Sodapop,1185732,5/5/2022,Southeast,Georgia,Powerade,$0.55 ,"7,000","$3,850 ",$539 ,"$3,311 ",0.86,
Sodapop,1185732,5/5/2022,Southeast,Georgia,Dasani Water,$0.60 ,"8,000","$4,800 ",$240 ,"$4,560 ",0.95,
Sodapop,1185732,7/6/2022,Southeast,Georgia,Coca-Cola,$0.55 ,"10,500","$5,775 ",$462 ,"$5,313 ",0.92,
Sodapop,1185732,7/6/2022,Southeast,Georgia,Diet Coke,$0.50 ,"8,000","$4,000 ",$440 ,"$3,560 ",0.89,
Sodapop,1185732,7/6/2022,Southeast,Georgia,Sprite,$0.50 ,"7,750","$3,875 ",$581 ,"$3,294 ",0.85,
Sodapop,1185732,7/6/2022,Southeast,Georgia,Fanta,$0.50 ,"7,500","$3,750 ","$1,275 ","$2,475 ",0.66,
Sodapop,1185732,7/6/2022,Southeast,Georgia,Powerade,$0.65 ,"7,500","$4,875 ","$1,658 ","$3,218 ",0.66,
Sodapop,1185732,7/6/2022,Southeast,Georgia,Dasani Water,$0.70 ,"9,250","$6,475 ","$2,202 ","$4,274 ",0.66,
Sodapop,1185732,5/7/2022,Southeast,Georgia,Coca-Cola,$0.65 ,"11,500","$7,475 ","$3,663 ","$3,812 ",0.51,
Sodapop,1185732,5/7/2022,Southeast,Georgia,Diet Coke,$0.60 ,"9,000","$5,400 ",$756 ,"$4,644 ",0.86,
Sodapop,1185732,5/7/2022,Southeast,Georgia,Sprite,$0.55 ,"8,250","$4,538 ",$635 ,"$3,902 ",0.86,
Sodapop,1185732,5/7/2022,Southeast,Georgia,Fanta,$0.55 ,"7,750","$4,263 ",$639 ,"$3,623 ",0.85,
Sodapop,1185732,5/7/2022,Southeast,Georgia,Powerade,$0.65 ,"8,000","$5,200 ","$1,248 ","$3,952 ",0.76,
Sodapop,1185732,5/7/2022,Southeast,Georgia,Dasani Water,$0.70 ,"9,750","$6,825 ","$1,297 ","$5,528 ",0.81,
Sodapop,1185732,6/8/2022,Southeast,Georgia,Coca-Cola,$0.65 ,"11,250","$7,313 ","$3,364 ","$3,949 ",0.54,
Sodapop,1185732,6/8/2022,Southeast,Georgia,Diet Coke,$0.60 ,"9,000","$5,400 ",$702 ,"$4,698 ",0.87,
Sodapop,1185732,6/8/2022,Southeast,Georgia,Sprite,$0.55 ,"8,250","$4,538 ",$953 ,"$3,585 ",0.79,
Sodapop,1185732,6/8/2022,Southeast,Georgia,Fanta,$0.45 ,"7,750","$3,488 ","$1,430 ","$2,058 ",0.59,
Sodapop,1185732,6/8/2022,Southeast,Georgia,Powerade,$0.55 ,"7,500","$4,125 ",$743 ,"$3,383 ",0.82,
Sodapop,1185732,6/8/2022,Southeast,Georgia,Dasani Water,$0.60 ,"9,250","$5,550 ",$444 ,"$5,106 ",0.92,
Sodapop,1185732,5/9/2022,Southeast,Georgia,Coca-Cola,$0.55 ,"10,250","$5,638 ","$2,142 ","$3,495 ",0.62,
Sodapop,1185732,5/9/2022,Southeast,Georgia,Diet Coke,$0.50 ,"8,250","$4,125 ",$866 ,"$3,259 ",0.79,
Sodapop,1185732,5/9/2022,Southeast,Georgia,Sprite,$0.40 ,"7,250","$2,900 ",$986 ,"$1,914 ",0.66,
Sodapop,1185732,5/9/2022,Southeast,Georgia,Fanta,$0.40 ,"7,000","$2,800 ",$336 ,"$2,464 ",0.88,
Sodapop,1185732,5/9/2022,Southeast,Georgia,Powerade,$0.50 ,"7,000","$3,500 ",$455 ,"$3,045 ",0.87,
Sodapop,1185732,5/9/2022,Southeast,Georgia,Dasani Water,$0.55 ,"8,000","$4,400 ",$748 ,"$3,652 ",0.83,
Sodapop,1185732,7/10/2022,Southeast,Georgia,Coca-Cola,$0.55 ,"9,750","$5,363 ","$1,126 ","$4,236 ",0.79,
Sodapop,1185732,7/10/2022,Southeast,Georgia,Diet Coke,$0.45 ,"8,000","$3,600 ",$504 ,"$3,096 ",0.86,
Sodapop,1185732,7/10/2022,Southeast,Georgia,Sprite,$0.45 ,"6,750","$3,038 ",$152 ,"$2,886 ",0.95,
Sodapop,1185732,7/10/2022,Southeast,Georgia,Fanta,$0.45 ,"6,500","$2,925 ",$234 ,"$2,691 ",0.92,
Sodapop,1185732,7/10/2022,Southeast,Georgia,Powerade,$0.55 ,"6,500","$3,575 ",$393 ,"$3,182 ",0.89,
Sodapop,1185732,7/10/2022,Southeast,Georgia,Dasani Water,$0.60 ,"7,750","$4,650 ",$698 ,"$3,953 ",0.85,
Sodapop,1185732,6/11/2022,Southeast,Georgia,Coca-Cola,$0.55 ,"9,250","$5,088 ","$1,730 ","$3,358 ",0.66,
Sodapop,1185732,6/11/2022,Southeast,Georgia,Diet Coke,$0.45 ,"7,500","$3,375 ","$1,148 ","$2,228 ",0.66,
Sodapop,1185732,6/11/2022,Southeast,Georgia,Sprite,$0.45 ,"6,950","$3,128 ","$1,063 ","$2,064 ",0.66,
Sodapop,1185732,6/11/2022,Southeast,Georgia,Fanta,$0.55 ,"7,500","$4,125 ","$2,021 ","$2,104 ",0.51,
Sodapop,1185732,6/11/2022,Southeast,Georgia,Powerade,$0.70 ,"7,250","$5,075 ",$711 ,"$4,365 ",0.86,
Sodapop,1185732,6/11/2022,Southeast,Georgia,Dasani Water,$0.75 ,"8,250","$6,188 ",$866 ,"$5,321 ",0.86,
Sodapop,1185732,5/12/2022,Southeast,Georgia,Coca-Cola,$0.70 ,"10,750","$7,525 ","$1,129 ","$6,396 ",0.85,
Sodapop,1185732,5/12/2022,Southeast,Georgia,Diet Coke,$0.60 ,"8,750","$5,250 ","$1,260 ","$3,990 ",0.76,
Sodapop,1185732,5/12/2022,Southeast,Georgia,Sprite,$0.60 ,"8,250","$4,950 ",$941 ,"$4,010 ",0.81,
Sodapop,1185732,5/12/2022,Southeast,Georgia,Fanta,$0.60 ,"7,750","$4,650 ","$2,139 ","$2,511 ",0.54,
Sodapop,1185732,5/12/2022,Southeast,Georgia,Powerade,$0.70 ,"7,750","$5,425 ",$705 ,"$4,720 ",0.87,
Sodapop,1185732,5/12/2022,Southeast,Georgia,Dasani Water,$0.75 ,"8,750","$6,563 ","$1,378 ","$5,184 ",0.79,
Sodapop,1185732,6/1/2022,Southeast,South Carolina,Coca-Cola,$0.35 ,"9,250","$3,238 ","$1,327 ","$1,910 ",0.59,
Sodapop,1185732,6/1/2022,Southeast,South Carolina,Diet Coke,$0.35 ,"7,250","$2,538 ",$457 ,"$2,081 ",0.82,
Sodapop,1185732,6/1/2022,Southeast,South Carolina,Sprite,$0.25 ,"7,250","$1,813 ",$145 ,"$1,668 ",0.92,
Sodapop,1185732,6/1/2022,Southeast,South Carolina,Fanta,$0.30 ,"5,750","$1,725 ",$362 ,"$1,363 ",0.79,
Sodapop,1185732,6/1/2022,Southeast,South Carolina,Powerade,$0.45 ,"6,250","$2,813 ",$956 ,"$1,856 ",0.66,
Sodapop,1185732,6/1/2022,Southeast,South Carolina,Dasani Water,$0.35 ,"7,250","$2,538 ",$305 ,"$2,233 ",0.88,
Sodapop,1185732,4/2/2022,Southeast,South Carolina,Coca-Cola,$0.35 ,"9,750","$3,413 ",$444 ,"$2,969 ",0.87,
Sodapop,1185732,4/2/2022,Southeast,South Carolina,Diet Coke,$0.35 ,"6,250","$2,188 ",$372 ,"$1,816 ",0.83,
Sodapop,1185732,4/2/2022,Southeast,South Carolina,Sprite,$0.25 ,"6,750","$1,688 ",$354 ,"$1,333 ",0.79,
Sodapop,1185732,4/2/2022,Southeast,South Carolina,Fanta,$0.30 ,"5,250","$1,575 ",$221 ,"$1,355 ",0.86,
Sodapop,1185732,4/2/2022,Southeast,South Carolina,Powerade,$0.45 ,"6,000","$2,700 ",$135 ,"$2,565 ",0.95,
Sodapop,1185732,4/2/2022,Southeast,South Carolina,Dasani Water,$0.30 ,"7,000","$2,100 ",$168 ,"$1,932 ",0.92,
Sodapop,1185732,2/3/2022,Southeast,South Carolina,Coca-Cola,$0.30 ,"9,200","$2,760 ",$304 ,"$2,456 ",0.89,
Sodapop,1185732,2/3/2022,Southeast,South Carolina,Diet Coke,$0.30 ,"6,000","$1,800 ",$270 ,"$1,530 ",0.85,
Sodapop,1185732,2/3/2022,Southeast,South Carolina,Sprite,$0.20 ,"6,250","$1,250 ",$425 ,$825 ,0.66,
Sodapop,1185732,2/3/2022,Southeast,South Carolina,Fanta,$0.25 ,"4,750","$1,188 ",$404 ,$784 ,0.66,
Sodapop,1185732,2/3/2022,Southeast,South Carolina,Powerade,$0.40 ,"5,250","$2,100 ",$714 ,"$1,386 ",0.66,
Sodapop,1185732,2/3/2022,Southeast,South Carolina,Dasani Water,$0.30 ,"6,250","$1,875 ",$919 ,$956 ,0.51,
Sodapop,1185732,3/4/2022,Southeast,South Carolina,Coca-Cola,$0.30 ,"8,750","$2,625 ",$368 ,"$2,258 ",0.86,
Sodapop,1185732,3/4/2022,Southeast,South Carolina,Diet Coke,$0.30 ,"5,750","$1,725 ",$242 ,"$1,484 ",0.86,
Sodapop,1185732,3/4/2022,Southeast,South Carolina,Sprite,$0.20 ,"5,750","$1,150 ",$173 ,$978 ,0.85,
Sodapop,1185732,3/4/2022,Southeast,South Carolina,Fanta,$0.25 ,"5,000","$1,250 ",$300 ,$950 ,0.76,
Sodapop,1185732,3/4/2022,Southeast,South Carolina,Powerade,$0.45 ,"5,250","$2,363 ",$449 ,"$1,914 ",0.81,
Sodapop,1185732,3/4/2022,Southeast,South Carolina,Dasani Water,$0.35 ,"6,750","$2,363 ","$1,087 ","$1,276 ",0.54,
Sodapop,1185732,2/5/2022,Southeast,South Carolina,Coca-Cola,$0.45 ,"9,450","$4,253 ",$553 ,"$3,700 ",0.87,
Sodapop,1185732,2/5/2022,Southeast,South Carolina,Diet Coke,$0.45 ,"6,500","$2,925 ",$614 ,"$2,311 ",0.79,
Sodapop,1185732,2/5/2022,Southeast,South Carolina,Sprite,$0.40 ,"6,250","$2,500 ","$1,025 ","$1,475 ",0.59,
Sodapop,1185732,2/5/2022,Southeast,South Carolina,Fanta,$0.40 ,"5,750","$2,300 ",$414 ,"$1,886 ",0.82,
Sodapop,1185732,2/5/2022,Southeast,South Carolina,Powerade,$0.50 ,"6,000","$3,000 ",$240 ,"$2,760 ",0.92,
Sodapop,1185732,2/5/2022,Southeast,South Carolina,Dasani Water,$0.55 ,"7,000","$3,850 ",$809 ,"$3,042 ",0.79,
Sodapop,1185732,4/6/2022,Southeast,South Carolina,Coca-Cola,$0.50 ,"9,500","$4,750 ","$1,615 ","$3,135 ",0.66,
Sodapop,1185732,4/6/2022,Southeast,South Carolina,Diet Coke,$0.45 ,"7,000","$3,150 ",$378 ,"$2,772 ",0.88,
Sodapop,1185732,4/6/2022,Southeast,South Carolina,Sprite,$0.50 ,"6,750","$3,375 ",$439 ,"$2,936 ",0.87,
Sodapop,1185732,4/6/2022,Southeast,South Carolina,Fanta,$0.50 ,"6,500","$3,250 ",$553 ,"$2,698 ",0.83,
Sodapop,1185732,4/6/2022,Southeast,South Carolina,Powerade,$0.65 ,"6,500","$4,225 ",$887 ,"$3,338 ",0.79,
Sodapop,1185732,4/6/2022,Southeast,South Carolina,Dasani Water,$0.70 ,"8,250","$5,775 ",$809 ,"$4,967 ",0.86,
Sodapop,1185732,2/7/2022,Southeast,South Carolina,Coca-Cola,$0.65 ,"10,500","$6,825 ",$341 ,"$6,484 ",0.95,
Sodapop,1185732,2/7/2022,Southeast,South Carolina,Diet Coke,$0.60 ,"8,000","$4,800 ",$384 ,"$4,416 ",0.92,
Sodapop,1185732,2/7/2022,Southeast,South Carolina,Sprite,$0.55 ,"7,250","$3,988 ",$439 ,"$3,549 ",0.89,
