Transaction_ID,Date,Customer_ID,Product_Category,Product,Price,Quantity,Shipping_Cost,Discount,Profit
2114,2029-03-14,5399,Home Decor,Lipstick,1092.09,4,24.47,0.12,4.74
2115,2029-03-15,5608,Fashion,Smartphone,209.46,1,15.23,0.38,
2116,2029-03-16,6638,Beauty,Watch,1865.0,4,16.44,0.1,-28.0
2117,2029-03-17,7148,Sports,Sofa,755.33,1,27.68,0.13,205.19
2118,2029-03-18,6382,Sports,Sofa,170.75,4,41.56,0.25,
2119,2029-03-19,6403,Beauty,Lipstick,780.71,4,38.47,0.3,12.76
2120,2029-03-20,5819,Fashion,Sofa,1204.4,1,31.59,0.2,81.22
2121,2029-03-21,8292,Beauty,Watch,1032.17,4,29.27,0.35,224.44
2122,2029-03-22,5819,Beauty,Smartphone,1392.14,3,24.23,0.02,5.18
2123,2029-03-23,5419,Home Decor,Smartphone,120.41,4,48.77,0.37,45.85
2124,2029-03-24,9219,Sports,Sofa,576.24,2,30.21,0.08,-27.21
2125,2029-03-25,9517,Home Decor,Sofa,1640.27,4,16.43,0.35,289.58
2126,2029-03-26,8302,Home Decor,Treadmill,168.99,3,15.35,0.16,165.41
2127,2029-03-27,6508,Beauty,Shoes,,2,32.51,0.33,207.57
2128,2029-03-28,5767,Home Decor,Lipstick,192.87,3,28.53,0.27,184.96
2129,2029-03-29,7044,Sports,Smartphone,1670.56,2,5.35,0.07,17.64
2130,2029-03-30,7139,Home Decor,Lipstick,727.97,4,42.35,0.37,166.33
2131,2029-03-31,8029,Sports,Treadmill,1228.3,3,36.69,0.1,13.37
2132,2029-04-01,6549,Home Decor,Smartphone,314.25,4,34.78,0.1,102.41
2133,2029-04-02,6764,Sports,Treadmill,141.68,2,8.1,0.33,157.76
2134,2029-04-03,7645,Home Decor,Treadmill,439.72,3,21.29,0.04,154.43
2135,2029-04-04,8716,Home Decor,Washing Machine,264.43,1,47.09,0.09,9.29
2136,2029-04-05,9605,Fashion,Sofa,631.69,3,43.82,0.2,-18.64
2137,2029-04-06,9481,Sports,Watch,1033.62,4,17.85,0.33,233.42
2138,2029-04-07,7293,Sports,Washing Machine,1181.63,1,12.07,0.06,209.55
2139,2029-04-08,9837,Sports,Lipstick,1581.84,1,25.21,0.22,-3.0
2140,2029-04-09,7708,Electronics,Watch,,2,21.01,0.28,12.05
2141,2029-04-10,5900,Home Decor,Lipstick,1221.43,1,35.7,0.34,264.55
2142,2029-04-11,8084,Sports,Sofa,829.45,1,48.49,0.37,223.81
2143,2029-04-12,7009,Electronics,Watch,952.88,2,21.34,0.31,298.73
2144,2029-04-13,5241,Fashion,Washing Machine,834.9,3,7.8,0.26,53.82
2145,2029-04-14,7385,Sports,Lipstick,1685.91,4,45.39,0.17,130.97
2146,2029-04-15,9268,Sports,Washing Machine,467.7,3,6.71,0.04,48.03
2147,2029-04-16,5671,Electronics,Sofa,21.38,1,47.87,0.28,175.52
2148,2029-04-17,5163,Home Decor,Watch,1306.13,4,34.91,0.4,8.09
2149,2029-04-18,5464,Fashion,Watch,412.9,3,47.38,0.29,11.99
2150,2029-04-19,8042,Sports,Smartphone,1781.33,4,13.98,0.01,-6.28
2151,2029-04-20,9592,Home Decor,Treadmill,1719.5,1,6.83,0.2,198.88
2152,2029-04-21,9795,Fashion,Treadmill,162.69,3,26.97,0.25,133.04
2153,2029-04-22,7442,Beauty,Washing Machine,221.71,4,25.28,0.28,173.85
2154,2029-04-23,9798,Beauty,Watch,995.39,4,19.92,0.29,260.17
2155,2029-04-24,7355,Fashion,Lipstick,1222.35,3,48.09,0.22,214.31
2156,2029-04-25,9278,Electronics,Washing Machine,557.07,3,42.02,0.09,122.37
2157,2029-04-26,9724,Fashion,Washing Machine,1436.43,1,34.77,0.38,294.84
2158,2029-04-27,7557,Fashion,Shoes,1193.88,2,12.33,0.28,120.56
2159,2029-04-28,5545,Electronics,Watch,656.4,4,38.04,0.09,7.11
2160,2029-04-29,9719,Electronics,Treadmill,60.49,3,37.72,0.13,297.58
2161,2029-04-30,8835,Home Decor,Watch,1502.8,3,24.13,0.37,-22.47
2162,2029-05-01,5593,Home Decor,Sofa,437.36,3,46.62,0.35,151.46
2163,2029-05-02,9839,Electronics,Washing Machine,1670.6,4,12.51,0.16,72.0
2164,2029-05-03,8804,Beauty,Shoes,846.38,1,17.03,0.02,136.17
2165,2029-05-04,6459,Beauty,Shoes,1158.38,2,7.85,0.02,154.38
2166,2029-05-05,8493,Fashion,Treadmill,1747.17,4,40.8,0.11,49.23
2167,2029-05-06,7601,Sports,Treadmill,,1,32.98,0.25,153.76
2168,2029-05-07,7444,Fashion,Treadmill,749.32,4,19.17,0.23,219.5
2169,2029-05-08,7672,Fashion,Sofa,425.69,4,12.37,0.25,57.95
2170,2029-05-09,9200,Sports,Shoes,1552.54,3,6.81,0.29,96.53
2171,2029-05-10,5016,Electronics,Lipstick,871.83,1,12.5,0.01,58.52
2172,2029-05-11,8191,Beauty,Sofa,392.16,3,25.4,0.04,240.78
2173,2029-05-12,5392,Fashion,Smartphone,1809.81,3,16.12,0.14,209.24
2174,2029-05-13,5424,Sports,Washing Machine,404.23,1,16.65,0.06,257.49
2175,2029-05-14,5571,Home Decor,Treadmill,736.3199999999999,3,44.4,0.03,26.12
2176,2029-05-15,8631,Fashion,Shoes,50.36,3,28.18,0.26,-5.72
2177,2029-05-16,6120,Beauty,Washing Machine,1248.41,2,37.82,0.33,9.4
2178,2029-05-17,5241,Electronics,Watch,1326.73,1,6.61,0.3,23.14
2179,2029-05-18,8897,Fashion,Sofa,628.97,1,21.43,0.33,145.92
2180,2029-05-19,9095,Fashion,Smartphone,646.82,3,26.56,0.27,290.4
2181,2029-05-20,7279,Sports,Watch,685.59,3,13.39,0.29,87.89
2182,2029-05-21,5788,Home Decor,Sofa,1363.52,1,10.41,0.11,286.31
2183,2029-05-22,5714,Home Decor,Sofa,125.69,1,44.16,0.4,-17.39
2184,2029-05-23,9854,Electronics,Lipstick,1858.94,4,47.27,0.07,275.87
2185,2029-05-24,7849,Beauty,Washing Machine,452.82,1,8.55,0.09,29.78
2186,2029-05-25,5775,Electronics,Lipstick,1999.35,4,20.71,0.12,271.12
2187,2029-05-26,9026,Fashion,Sofa,351.33,3,48.12,0.39,-11.44
2188,2029-05-27,7247,Fashion,Smartphone,1545.38,2,8.74,0.4,282.91
2189,2029-05-28,5078,Home Decor,Shoes,454.59,2,33.96,0.32,36.26
2190,2029-05-29,8926,Beauty,Shoes,170.89,4,48.75,0.25,
2191,2029-05-30,5855,Sports,Watch,1751.12,3,49.02,0.21,132.01
2192,2029-05-31,7148,Beauty,Washing Machine,,3,26.21,0.39,95.64
2193,2029-06-01,6031,Fashion,Treadmill,813.11,3,12.32,0.28,190.28
2194,2029-06-02,9940,Sports,Treadmill,1407.77,1,14.09,0.38,291.69
2195,2029-06-03,8271,Beauty,Shoes,1118.56,3,45.03,0.13,170.12
2196,2029-06-04,8576,Beauty,Sofa,1707.38,1,46.03,0.13,208.09
2197,2029-06-05,9182,Sports,Sofa,636.96,4,32.35,0.34,-0.96
2198,2029-06-06,8456,Fashion,Lipstick,1052.11,2,39.48,0.06,177.18
2199,2029-06-07,8506,Beauty,Washing Machine,975.89,4,38.3,0.38,119.77
2200,2029-06-08,5407,Sports,Lipstick,714.27,3,34.78,0.2,262.31
2201,2029-06-09,7711,Fashion,Treadmill,1784.0,3,42.23,0.37,98.11
2202,2029-06-10,8088,Sports,Shoes,340.1,4,35.84,0.13,194.22
2203,2029-06-11,6668,Sports,Watch,307.52,1,29.03,0.29,45.29
2204,2029-06-12,5147,Beauty,Sofa,1158.05,1,15.66,0.19,55.59
2205,2029-06-13,9327,Fashion,Shoes,1318.41,1,38.47,0.25,94.12
2206,2029-06-14,8897,Beauty,Smartphone,397.29,2,26.3,0.2,70.34
2207,2029-06-15,6950,Electronics,Shoes,787.53,2,18.27,0.39,53.78
2208,2029-06-16,5365,Electronics,Smartphone,1893.66,3,41.09,0.28,-13.61
2209,2029-06-17,6674,Fashion,Lipstick,500.77,4,36.35,0.1,246.13
2210,2029-06-18,9531,Sports,Lipstick,,4,47.18,0.36,-8.78
2211,2029-06-19,9494,Beauty,Treadmill,1482.9,3,12.44,0.12,262.83
2212,2029-06-20,7546,Beauty,Shoes,901.78,1,34.21,0.15,11.4
2213,2029-06-21,5562,Fashion,Shoes,1875.68,2,15.99,0.04,-8.46
2214,2029-06-22,8562,Fashion,Smartphone,1475.95,4,45.66,0.36,155.79
2215,2029-06-23,7489,Electronics,Lipstick,921.27,3,9.48,0.11,135.81
2216,2029-06-24,5772,Home Decor,Smartphone,1142.98,1,34.53,0.1,132.11
2217,2029-06-25,7037,Fashion,Lipstick,1388.3,1,40.6,0.37,159.59
2218,2029-06-26,8423,Home Decor,Smartphone,1188.46,2,20.97,0.32,64.73
2219,2029-06-27,7567,Fashion,Lipstick,1758.61,2,47.94,0.06,188.77
2220,2029-06-28,6573,Sports,Smartphone,720.21,3,43.28,0.31,135.79
2221,2029-06-29,8694,Sports,Watch,606.77,3,18.26,0.37,80.47
2222,2029-06-30,8291,Electronics,Lipstick,435.54,1,5.34,0.03,242.75
2223,2029-07-01,6246,Electronics,Washing Machine,85.19,1,18.35,0.33,210.15
2224,2029-07-02,8719,Home Decor,Smartphone,95.6,4,17.66,0.22,99.89
2225,2029-07-03,8839,Fashion,Shoes,1741.41,1,45.05,0.27,249.71
2226,2029-07-04,5359,Beauty,Treadmill,1360.0,3,48.52,0.2,273.69
2227,2029-07-05,7376,Electronics,Washing Machine,1324.46,2,8.17,0.28,147.17
2228,2029-07-06,8009,Beauty,Washing Machine,1233.14,3,26.21,0.01,40.93
2229,2029-07-07,7993,Beauty,Smartphone,1699.95,4,29.67,0.31,272.21
2230,2029-07-08,5962,Fashion,Treadmill,965.73,4,9.18,0.01,
2231,2029-07-09,8632,Home Decor,Shoes,1742.12,2,21.99,0.18,-14.02
2232,2029-07-10,6827,Fashion,Washing Machine,725.3,3,19.27,0.06,78.07
2233,2029-07-11,6613,Electronics,Shoes,1854.15,4,29.12,0.33,209.9
2234,2029-07-12,6640,Beauty,Lipstick,1400.33,3,34.75,0.13,274.68
2235,2029-07-13,7216,Fashion,Watch,521.78,4,36.66,0.18,180.3
2236,2029-07-14,9312,Fashion,Treadmill,1132.53,2,11.15,0.17,284.11
2237,2029-07-15,5377,Fashion,Watch,1070.73,4,41.58,0.31,0.48
2238,2029-07-16,9214,Electronics,Sofa,284.42,3,35.53,0.19,-9.95
2239,2029-07-17,9285,Home Decor,Lipstick,1186.57,3,45.01,0.32,169.38
2240,2029-07-18,5369,Fashion,Treadmill,636.42,4,25.22,0.03,288.82
2241,2029-07-19,7196,Electronics,Smartphone,114.17,1,45.23,0.08,135.9
2242,2029-07-20,8747,Beauty,Watch,1897.83,2,43.96,0.22,-13.0
2243,2029-07-21,5651,Sports,Smartphone,1286.57,2,24.73,0.38,43.0
2244,2029-07-22,5769,Electronics,Shoes,1755.07,4,22.15,0.03,50.78
2245,2029-07-23,7421,Sports,Washing Machine,1355.35,4,46.98,0.02,81.49
2246,2029-07-24,5780,Fashion,Watch,720.4,1,37.18,0.06,-15.61
2247,2029-07-25,6716,Fashion,Sofa,1030.25,2,46.77,0.26,268.61
2248,2029-07-26,8983,Electronics,Smartphone,1354.74,1,40.86,0.16,140.14
2249,2029-07-27,6311,Sports,Treadmill,1920.9,2,32.42,0.33,191.41
2250,2029-07-28,8359,Fashion,Watch,514.8,4,10.21,0.03,-7.83
2251,2029-07-29,5522,Beauty,Watch,1751.2,2,18.12,0.08,-12.14
2252,2029-07-30,5521,Home Decor,Washing Machine,1848.91,2,48.6,0.12,163.53
2253,2029-07-31,9878,Home Decor,Washing Machine,1344.13,2,19.37,0.25,262.81
2254,2029-08-01,7320,Fashion,Treadmill,1863.22,1,9.2,0.27,144.4
2255,2029-08-02,5935,Sports,Washing Machine,801.78,1,36.84,0.05,259.68
2256,2029-08-03,7230,Fashion,Smartphone,1906.5,2,38.03,0.38,237.63
2257,2029-08-04,9040,Sports,Treadmill,1408.54,3,17.85,0.14,-4.97
2258,2029-08-05,9583,Beauty,Treadmill,93.59,1,18.4,0.29,36.65
2259,2029-08-06,9941,Sports,Shoes,1814.68,4,26.1,0.21,187.04
2260,2029-08-07,8697,Fashion,Sofa,974.1,4,5.98,0.09,116.36
2261,2029-08-08,7837,Beauty,Watch,926.05,2,40.52,0.34,65.93
2262,2029-08-09,9083,Electronics,Shoes,1137.27,4,19.27,0.33,108.15
2263,2029-08-10,7461,Home Decor,Sofa,307.28,1,43.42,0.16,116.92
2264,2029-08-11,8243,Fashion,Treadmill,943.64,3,41.12,0.24,270.48
2265,2029-08-12,8359,Fashion,Watch,1663.94,3,34.76,0.1,4.14
2266,2029-08-13,5685,Fashion,Washing Machine,40.81,3,19.62,0.28,62.31
2267,2029-08-14,7160,Beauty,Sofa,553.11,4,28.23,0.12,147.4
2268,2029-08-15,8988,Electronics,Treadmill,14.88,2,25.02,0.34,200.43
2269,2029-08-16,9066,Sports,Treadmill,837.27,4,20.25,0.09,178.11
2270,2029-08-17,6567,Electronics,Shoes,1459.35,2,43.17,0.01,280.74
2271,2029-08-18,5038,Beauty,Shoes,1599.56,3,26.76,0.11,232.55
2272,2029-08-19,7544,Fashion,Washing Machine,1890.93,1,42.47,0.08,153.84
2273,2029-08-20,9875,Home Decor,Lipstick,1220.92,4,9.73,0.2,40.85
2274,2029-08-21,6256,Fashion,Smartphone,516.71,1,11.35,0.08,118.79
2275,2029-08-22,7990,Sports,Lipstick,1849.05,3,48.98,0.31,198.82
2276,2029-08-23,7196,Home Decor,Lipstick,1552.88,2,31.45,0.1,246.53
2277,2029-08-24,8468,Fashion,Watch,1153.11,1,27.94,0.28,286.71
2278,2029-08-25,7708,Home Decor,Watch,1394.32,4,28.54,0.23,169.8
2279,2029-08-26,5301,Electronics,Washing Machine,1849.39,1,14.69,0.39,143.88
2280,2029-08-27,5646,Beauty,Watch,1427.66,1,37.34,0.4,-24.16
2281,2029-08-28,9758,Fashion,Sofa,743.07,4,8.82,0.35,-6.21
2282,2029-08-29,6759,Sports,Washing Machine,1428.93,2,30.8,0.3,21.51
2283,2029-08-30,9351,Electronics,Washing Machine,90.15,4,30.68,0.15,-11.93
2284,2029-08-31,5597,Fashion,Treadmill,778.97,3,46.14,0.3,102.28
2285,2029-09-01,5661,Electronics,Treadmill,818.58,2,28.68,0.38,81.17
2286,2029-09-02,9330,Sports,Treadmill,342.01,1,11.17,0.01,180.33
2287,2029-09-03,6368,Fashion,Smartphone,55.94,4,30.77,0.22,146.77
2288,2029-09-04,7581,Sports,Sofa,275.43,3,9.11,0.09,166.67
2289,2029-09-05,8868,Home Decor,Sofa,1312.7,4,14.17,0.22,125.75
2290,2029-09-06,8537,Sports,Treadmill,1606.55,2,6.4,0.19,61.65
2291,2029-09-07,9865,Home Decor,Lipstick,1976.52,3,28.1,0.23,284.43
2292,2029-09-08,9308,Fashion,Smartphone,699.26,1,8.8,0.22,-1.48
2293,2029-09-09,9558,Home Decor,Lipstick,1202.76,2,26.12,0.38,279.83
2294,2029-09-10,5282,Fashion,Shoes,1874.92,3,46.98,0.22,72.71
2295,2029-09-11,8678,Fashion,Sofa,342.41,2,37.39,0.34,139.18
2296,2029-09-12,6486,Beauty,Sofa,1438.11,1,8.48,0.13,5.92
2297,2029-09-13,9082,Fashion,Lipstick,1512.41,3,15.09,0.18,-6.59
2298,2029-09-14,9183,Home Decor,Smartphone,187.06,4,35.31,0.19,111.75
2299,2029-09-15,5460,Beauty,Sofa,1723.89,4,45.26,0.11,
2300,2029-09-16,7325,Beauty,Lipstick,1628.08,1,6.48,0.15,58.89
2301,2029-09-17,8754,Fashion,Washing Machine,76.47,3,41.56,0.24,155.57
2302,2029-09-18,7468,Sports,Washing Machine,191.26,1,30.28,0.23,61.95
2303,2029-09-19,6724,Sports,Watch,107.76,1,29.57,0.25,98.24
2304,2029-09-20,6376,Beauty,Smartphone,676.14,2,48.1,0.14,269.13
2305,2029-09-21,7743,Fashion,Lipstick,1023.49,4,38.64,0.13,252.43
2306,2029-09-22,5514,Sports,Watch,1069.37,1,43.26,0.24,140.29
2307,2029-09-23,5702,Fashion,Washing Machine,542.66,2,20.93,0.05,48.57
2308,2029-09-24,6653,Fashion,Smartphone,1824.08,1,29.95,0.1,33.75
2309,2029-09-25,7066,Beauty,Watch,742.84,1,32.69,0.02,284.85
2310,2029-09-26,5022,Beauty,Treadmill,100.64,1,19.47,0.03,36.9
2311,2029-09-27,7460,Electronics,Smartphone,607.45,4,30.66,0.1,236.7
2312,2029-09-28,6304,Sports,Shoes,1066.91,3,15.65,0.01,91.76
2313,2029-09-29,8300,Sports,Treadmill,822.36,4,11.45,0.1,295.27
2314,2029-09-30,5361,Sports,Watch,554.95,2,21.83,0.26,91.49
2315,2029-10-01,8727,Home Decor,Lipstick,271.33,3,38.27,0.02,86.0
2316,2029-10-02,6284,Fashion,Treadmill,1640.14,2,46.23,0.17,180.36
2317,2029-10-03,5514,Beauty,Treadmill,1992.33,1,25.6,0.37,287.3
2318,2029-10-04,5448,Sports,Watch,665.79,3,33.93,0.32,292.15
2319,2029-10-05,6855,Electronics,Lipstick,769.43,2,9.64,0.12,203.38
2320,2029-10-06,9969,Sports,Lipstick,1239.89,1,45.7,0.37,219.02
2321,2029-10-07,8562,Fashion,Washing Machine,1439.7,2,30.59,0.13,155.92
2322,2029-10-08,7520,Fashion,Shoes,,2,40.12,0.03,219.41
2323,2029-10-09,8081,Beauty,Lipstick,1810.81,4,40.75,0.4,253.73
2324,2029-10-10,6428,Home Decor,Sofa,1124.41,1,16.54,0.35,130.41
2325,2029-10-11,8967,Beauty,Sofa,906.28,4,28.81,0.19,174.55
2326,2029-10-12,5922,Sports,Shoes,1296.88,3,48.22,0.27,147.31
2327,2029-10-13,8137,Electronics,Smartphone,1906.08,1,9.03,0.27,155.62
2328,2029-10-14,7159,Beauty,Watch,1591.16,4,35.74,0.08,263.72
2329,2029-10-15,7547,Home Decor,Smartphone,89.63,4,48.3,0.08,87.35
2330,2029-10-16,7979,Beauty,Sofa,671.3,3,18.53,0.19,38.7
2331,2029-10-17,7281,Fashion,Lipstick,946.38,2,43.77,0.36,120.57
2332,2029-10-18,7649,Sports,Shoes,635.89,2,47.01,0.0,38.67
2333,2029-10-19,5313,Sports,Smartphone,1403.37,2,38.62,0.31,
2334,2029-10-20,7613,Sports,Smartphone,1654.28,3,15.41,0.02,268.16
2335,2029-10-21,8083,Sports,Watch,1465.38,4,20.03,0.19,173.75
2336,2029-10-22,7256,Sports,Treadmill,1978.77,1,6.61,0.26,252.29
2337,2029-10-23,6037,Sports,Sofa,552.37,3,42.42,0.27,24.84
2338,2029-10-24,8489,Electronics,Lipstick,1751.23,2,43.23,0.02,267.29
2339,2029-10-25,7634,Home Decor,Shoes,1535.58,2,33.47,0.17,168.59
2340,2029-10-26,8983,Sports,Smartphone,730.74,1,20.86,0.23,-19.52
2341,2029-10-27,6778,Home Decor,Watch,1470.91,3,8.46,0.03,178.93
2342,2029-10-28,8895,Sports,Treadmill,217.11,2,38.89,0.05,283.96
2343,2029-10-29,6124,Beauty,Sofa,1580.77,3,37.69,0.27,-3.87
2344,2029-10-30,5697,Sports,Sofa,1069.34,4,46.07,0.21,162.21
2345,2029-10-31,7179,Fashion,Watch,591.66,3,37.87,0.06,272.11
2346,2029-11-01,6404,Electronics,Shoes,1315.0,4,42.29,0.21,-26.8
2347,2029-11-02,6043,Beauty,Smartphone,1286.82,1,38.57,0.37,178.2
2348,2029-11-03,6929,Beauty,Shoes,426.88,4,33.38,0.01,126.72
2349,2029-11-04,6013,Fashion,Watch,70.49,4,24.21,0.26,84.51
2350,2029-11-05,5226,Sports,Watch,872.91,1,45.6,0.03,177.09
2351,2029-11-06,6828,Electronics,Shoes,1143.33,2,34.29,0.0,-12.61
2352,2029-11-07,9917,Beauty,Washing Machine,1754.44,1,22.93,0.06,218.51
2353,2029-11-08,7023,Electronics,Treadmill,1857.15,3,8.76,0.17,-28.52
2354,2029-11-09,9966,Beauty,Sofa,1062.32,1,18.08,0.32,71.29
2355,2029-11-10,7452,Sports,Washing Machine,1510.07,3,29.47,0.11,136.31
2356,2029-11-11,7085,Beauty,Lipstick,884.21,2,17.4,0.25,94.42
2357,2029-11-12,9283,Beauty,Sofa,1494.7,3,14.96,0.16,71.47
2358,2029-11-13,6080,Home Decor,Sofa,417.56,1,28.73,0.09,244.18
2359,2029-11-14,7320,Sports,Treadmill,748.42,1,12.64,0.21,278.49
2360,2029-11-15,8190,Fashion,Lipstick,1272.11,2,41.02,0.32,258.33
2361,2029-11-16,7630,Fashion,Smartphone,46.13,1,26.8,0.33,142.4
2362,2029-11-17,7563,Sports,Lipstick,1447.7,2,30.82,0.34,261.77
2363,2029-11-18,8292,Fashion,Smartphone,1672.72,2,11.63,0.14,273.88
2364,2029-11-19,9621,Sports,Lipstick,804.29,1,19.61,0.32,105.05
2365,2029-11-20,8586,Fashion,Shoes,901.41,4,23.45,0.08,63.54
2366,2029-11-21,9431,Home Decor,Watch,1704.05,3,41.37,0.3,2.43
2367,2029-11-22,7947,Fashion,Lipstick,1553.55,4,39.66,0.38,128.1
2368,2029-11-23,8959,Beauty,Washing Machine,583.42,2,15.03,0.01,282.28
2369,2029-11-24,7813,Sports,Washing Machine,654.71,3,32.73,0.18,155.1
2370,2029-11-25,7583,Electronics,Treadmill,1360.97,4,15.96,0.26,190.3
2371,2029-11-26,5161,Electronics,Watch,1130.76,1,49.47,0.28,7.25
2372,2029-11-27,5593,Sports,Watch,332.84,4,47.85,0.07,17.36
2373,2029-11-28,8259,Home Decor,Smartphone,626.76,3,30.35,0.39,123.28
2374,2029-11-29,9155,Fashion,Sofa,1800.97,3,36.45,0.25,283.92
2375,2029-11-30,7962,Home Decor,Treadmill,1379.47,3,41.06,0.07,89.06
2376,2029-12-01,8888,Electronics,Washing Machine,1972.09,3,37.44,0.01,259.57
2377,2029-12-02,8390,Sports,Washing Machine,1536.35,4,36.49,0.31,9.7
2378,2029-12-03,9501,Sports,Smartphone,1884.53,1,48.13,0.03,173.62
2379,2029-12-04,5663,Home Decor,Washing Machine,440.22,1,31.84,0.06,168.2
2380,2029-12-05,6132,Home Decor,Washing Machine,1545.25,3,33.63,0.23,253.76
2381,2029-12-06,5541,Fashion,Smartphone,50.23,1,43.22,0.24,-28.91
2382,2029-12-07,7974,Beauty,Washing Machine,1344.81,4,35.15,0.27,32.68
2383,2029-12-08,5867,Beauty,Sofa,943.87,1,37.98,0.16,42.5
2384,2029-12-09,7066,Fashion,Shoes,700.05,2,15.54,0.31,283.49
2385,2029-12-10,5431,Beauty,Treadmill,1726.18,1,21.71,0.39,20.72
2386,2029-12-11,9835,Electronics,Sofa,1709.99,3,11.63,0.11,-17.8
2387,2029-12-12,9278,Beauty,Sofa,54.38,1,27.76,0.28,
2388,2029-12-13,6206,Fashion,Shoes,1222.92,1,25.51,0.37,144.42
2389,2029-12-14,7528,Beauty,Watch,741.99,1,49.87,0.27,248.54
2390,2029-12-15,6169,Sports,Treadmill,837.17,1,32.5,0.27,283.12
2391,2029-12-16,5830,Home Decor,Sofa,1665.76,2,40.39,0.09,147.72
2392,2029-12-17,6651,Electronics,Washing Machine,626.58,4,20.03,0.21,276.9
2393,2029-12-18,6136,Sports,Shoes,1886.67,3,42.42,0.23,209.3
2394,2029-12-19,7810,Sports,Watch,367.47,3,32.68,0.28,57.3
2395,2029-12-20,5475,Fashion,Treadmill,1328.82,1,36.36,0.4,276.38
2396,2029-12-21,7810,Home Decor,Lipstick,1347.49,4,18.25,0.01,190.26
2397,2029-12-22,6326,Home Decor,Smartphone,511.87,1,29.69,0.03,106.65
2398,2029-12-23,6019,Electronics,Washing Machine,656.25,2,33.53,0.03,194.48
2399,2029-12-24,6836,Fashion,Shoes,1671.25,4,31.51,0.3,102.43
2400,2029-12-25,9256,Electronics,Smartphone,1525.99,4,46.18,0.05,7.68
2401,2029-12-26,7448,Beauty,Watch,664.9,4,45.42,0.25,207.26
2402,2029-12-27,9293,Sports,Watch,1072.57,4,48.69,0.13,241.95
2403,2029-12-28,6283,Electronics,Lipstick,132.74,1,35.03,0.18,210.51
2404,2029-12-29,5659,Sports,Sofa,425.4,2,48.74,0.09,45.61
2405,2029-12-30,7010,Fashion,Sofa,976.78,4,42.46,0.35,285.69
2406,2029-12-31,5398,Beauty,Treadmill,181.09,3,17.19,0.23,-21.67
2407,2030-01-01,6733,Fashion,Shoes,1688.23,3,24.23,0.38,79.79
2408,2030-01-02,7125,Beauty,Shoes,1438.83,2,15.73,0.23,55.83
2409,2030-01-03,7171,Beauty,Watch,1887.83,3,5.19,0.05,-14.12
2410,2030-01-04,5074,Sports,Treadmill,1390.0,1,13.46,0.07,103.89
2411,2030-01-05,9697,Fashion,Smartphone,1881.4,1,5.18,0.4,175.63
2412,2030-01-06,8471,Fashion,Sofa,1113.48,2,37.39,0.29,261.24
2413,2030-01-07,5836,Electronics,Sofa,1204.44,4,24.15,0.02,296.6
2414,2030-01-08,5499,Fashion,Watch,1954.17,3,19.07,0.28,236.67
2415,2030-01-09,5137,Electronics,Shoes,1287.84,3,39.28,0.16,124.66
2416,2030-01-10,7097,Home Decor,Watch,71.27,2,42.46,0.12,208.82
2417,2030-01-11,8696,Home Decor,Shoes,1450.37,2,48.89,0.06,248.4
2418,2030-01-12,6885,Home Decor,Treadmill,1811.88,3,33.89,0.34,123.55
2419,2030-01-13,7757,Fashion,Lipstick,1593.2,4,25.77,0.03,229.07
2420,2030-01-14,8920,Fashion,Smartphone,,2,18.74,0.12,129.28
2421,2030-01-15,6900,Electronics,Washing Machine,1345.89,1,15.0,0.12,97.54
2422,2030-01-16,7610,Beauty,Lipstick,1980.48,3,14.58,0.06,143.61
2423,2030-01-17,8986,Electronics,Lipstick,,2,23.41,0.2,193.03
2424,2030-01-18,6449,Home Decor,Shoes,1337.82,2,49.63,0.0,209.87
2425,2030-01-19,5546,Electronics,Shoes,573.96,2,5.04,0.12,87.72
2426,2030-01-20,9676,Beauty,Shoes,1283.78,3,13.87,0.37,158.54
2427,2030-01-21,7003,Fashion,Lipstick,1219.17,1,13.48,0.12,270.26
2428,2030-01-22,7096,Electronics,Watch,315.38,1,37.27,0.14,292.18
2429,2030-01-23,5703,Home Decor,Smartphone,421.43,3,20.86,0.19,44.99
2430,2030-01-24,7403,Home Decor,Watch,1247.04,2,25.58,0.22,33.63
2431,2030-01-25,6625,Fashion,Shoes,265.18,3,11.69,0.32,193.31
2432,2030-01-26,8331,Electronics,Sofa,537.71,3,23.22,0.08,106.85
2433,2030-01-27,9733,Beauty,Watch,1672.14,2,9.64,0.35,-22.01
2434,2030-01-28,7978,Fashion,Smartphone,660.91,3,28.99,0.3,84.46
2435,2030-01-29,9736,Electronics,Sofa,981.24,4,9.41,0.29,236.23
2436,2030-01-30,7839,Sports,Smartphone,1882.87,1,40.57,0.03,233.15
2437,2030-01-31,8384,Home Decor,Shoes,462.03,4,30.5,0.01,133.25
2438,2030-02-01,7659,Beauty,Watch,785.36,4,37.58,0.24,125.95
2439,2030-02-02,6861,Beauty,Washing Machine,1216.85,4,23.83,0.35,161.24
2440,2030-02-03,7856,Beauty,Treadmill,1513.12,3,22.17,0.23,42.4
2441,2030-02-04,5685,Home Decor,Shoes,1804.29,2,9.42,0.09,143.59
2442,2030-02-05,9283,Electronics,Lipstick,1831.79,3,28.57,0.04,-26.35
2443,2030-02-06,6619,Fashion,Washing Machine,1555.51,1,28.15,0.28,126.93
2444,2030-02-07,9643,Electronics,Lipstick,464.38,3,26.06,0.29,80.9
2445,2030-02-08,6431,Fashion,Smartphone,59.37,3,38.32,0.07,192.71
